,ecli,appno,respondent,languageisocode,representedby,violation,docname,separateopinion,judgementdate,scl,publishedby,doctypebranch,applicability,conclusion,importance,externalsources,rulesofcourt,referencedate,extractedappno,itemid,article,issue,nonviolation,originatingbody,doctype,rank,importance_inverted,doctypebranch_inverted,degree_centrality,in_degree_centrality,out_degree_centrality,relative_in_degree_centrality,core_number,betweenness_centrality,closeness_centrality,harmonic_centrality,current_flow_betweenness,current_flow_closeness,eigenvector_centrality,pagerank,hits_hub,hits_authority,hits_combined,trophic_level,forest_closeness,disruption,composite_ranking_importance_weight_composite_ranking,composite_ranking_importance_threshold_composite_ranking,composite_ranking_doctypebranch_weight_composite_ranking,composite_ranking_doctypebranch_threshold_composite_ranking
0,ECLI:CE:ECHR:2010:0527JUD003035705,30357/05,TUR,ENG,DOGRU K.,3;11,CASE OF BİÇİCİ v. TURKEY,True,27/05/2010 00:00:00,"Assenov and Others v. Bulgaria, 28 October 1998, § 93, Reports 1998-VIII;Atalay v. Turkey, no. 1249/03, § 28, 18 September 2008;Ay v. Turkey, no. 30951/96, §§ 59-60, 22 March 2005;Baczkowski and Others v. Poland, no. 1543/06, §§ 45-48, 3 May 2007;Çelik and Imret v. Turkey, no. 44093/98, § 55, 26 October 2004;Djavit An v. Turkey, no. 20652/92, §§ 56-57, ECHR 2003-III;Ireland v. the United Kingdom, 18 January 1978, § 161, Series A no. 25;Labita v. Italy [GC], no. 26772/95, § 121, ECHR 2000-IV;Nurettin Aldemir and Others v. Turkey, nos. 32124/02, 32126/02, 32129/02, 32132/02, 32133/02, 32137/02 and 32138/02, § 46, 18 December 2007;Orhan Kur v. Turkey, no. 32577/02, § 46, 3 June 2008;Oya Ataman v. Turkey, no. 74552/01, ECHR 2006-XIII;Plattform “Ärzte für das Leben” v. Austria, 21 June 1988, § 32, Series A no. 139;Rehbock v. Slovenia, no. 29462/95, § 72, ECHR 2000-XII;Ribitsch v. Austria, 4 December 1995, § 32, Series A no. 336;Saya and Others v. Turkey, no. 4327/02, § 30, 7 October 2008;Selmouni v. France [GC], no. 25803/94, § 95, ECHR 1999-V;Worm v. Austria, 29 August 1997, § 33, Reports of Judgments and Decisions 1997-V",,2,,Violation of Art. 3 (substantive aspect);Violation of Art. 3 (procedural aspect);Violation of Art. 11;Pecuniary damage - claim dismissed;Non-pecuniary damage - award,2,,,,30357/05;32124/02;32126/02;32129/02;32132/02;32133/02;32137/02;32138/02;1249/03;1543/06;25803/94;26772/95;29462/95;30951/96;44093/98;32577/02;4327/02;20652/92;74552/01,001-98909,3;11;11-1;11-2;41,"<div class=""ExternalClassCDC6D8D29C5D4EC69B3AA9BD1EE794B4"">Section 22 of the Meetings and Demonstration Marches Act</div>",,5,HEJUD,4.7850375,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.970109050501848e-14,0.00667140280474082,-0.0,-0.0,-0.0,1.0,0.0,0.0,40.5,40.5,56.18,40.5
1,ECLI:CE:ECHR:2022:1122JUD004869410,48694/10;74018/11;29254/12;77545/12;81601/12,TUR,ENG,BEŞTAŞ M. ; TAMER F.A. ; AKBAŞ S. ; DEMIR B. ,11;11-1,CASE OF ÇİÇEK AND OTHERS v. TÜRKİYE,False,22/11/2022 00:00:00,"Adana TAYAD v. Turkey, no 59835/10, § 27, 21 July 2020;Agit Demir v. Turkey, no 36475/10, 27 February 2018;Alexeïev v. Russia, nos. 4916/07, 25924/08 and 14599/09, § 80, 21 October 2010;Aslı Güneş v. Turkey (dec.), no 53916/00, 13 May 2004;Asproftas v. Turkey, no 16079/90, § 106, 27 May 2010;Çıraklar v. Turkey, no 19601/92, decision of the Commission of 19 January 1995;Erdoğdu v. Turkey, no 25723/94, § 72, ECHR 2000-VI;Ergündoğan v. Turkey, no 48979/10, § 17, 17 April 2018;Ezelin v. France, 26 April 1991, § 35, Series A no 202;F.G. v. Sweden [GC], no 43611/11, § 167, 23 March 2016;Fáber v. Hungary, no 40721/08, § 37, 24 July 2012;Gülcü v. Turkey, no 17526/10, §§ 91-97, 19 January 2016;Gün and Others v. Turkey, no 8029/07, §§ 49-50, 18 June 2013;Hakim Aydın v. Turkey, no 4048/09, § 41, 26 May 2020;Huseynli and Others v. Azerbaijan, nos. 67360/11 and 2 others, § 99, 11 February 2016;Işıkırık v. Turkey, no 41226/09, §§ 55-71, 14 November 2017, § 54;Karpyuk and Others v. Ukraine, nos. 30582/04 and 32152/04, § 202, 6 October 2015;Kartal v. Turkey (dec.), no 29768/03, 16 December 2008;Kasparov and Others v. Russia (no 2), no 51988/07, § 32, 13 December 2016;Kemal Çetin v. Turkey, no 3704/13, § 37, 26 May 2020;Kudrevičius and Others v. Lithuania [GC], no 37553/05, ECHR 2015;Laguna Guzman v. Spain, no 41462/17, § 44, 6 October 2020;Lashmankin and Others v. Russia, nos. 57818/09 and 14 others, § 412, 7 February 2017;Lütfiye Zengin and Others c Turkey, no 36443/06, § 35, 14 April 2015;Lutskevich v. Russia, nos. 6312/13 and 60902/14, § 94, 15 May 2018;Müslüm Özbey v. Turkey, no 50087/99, § 26, 21 December 2006;Nurettin Aldemir and Others v. Turkey, nos. 32124/02, 32126/02, 32129/02, 32132/02, 32133/02, 32137/02 and 32138/02, § 45, 18 December 2007;Öner and Türk v. Turkey, no 51962/12, §§ 14-18, 31 March 2015;Özer v. Turkey (no 3), no. 69270/12, §§ 19-20, 11 February 2020;Öztürk v. Turkey [GC], no 22479/93, § 73, ECHR 1999-VI;Primov and Others v. Russia, no 17391/06, § 157, 12 June 2014;Protopapa v. Turkey, no 16084/90, §§ 76 and 104, 24 February 2009;Radomilja and Others v. Croatia [GC], nos. 37685/10 and 22768/12, § 126, 20 March 2018;Sergey Kuznetsov v. Russia, no 10877/04, § 45, 23 October 2008;Shmorgunov and Others v. Ukraine, nos. 15367/14 and 13 others, § 491, 21 January 2021;Stankov and the United Macedonian Organisation Ilinden v. Bulgaria, nos. 29221/95 and 29225/95, § 77, ECHR 2001-IX;Stepan Zimin v. Russia, nos. 63686/13 and 60894/14, §72, 30 January 2018;Süleyman Çelebi and Others v. Turkey, nos. 37273/10 and 17 others, § 134, 24 May 2016;Taranenko v. Russia, no 19554/05, § 66, 15 May 2014;Ulusoy v. Turkey, no 52709/99, § 34, 31 July 2007;Uzunget and Others v. Turkey, no 21831/03, § 52, 13 October 2009;Yaroslav Belousov v. Russia, nos. 2653/13 and 60980/14, §§ 169-172, 4 October 2016;Yaşar Kaplan v. Turkey, no 56566/00, §§ 32 and 33, 24 January 2006",,2,5,Violation of Article 11 - Freedom of assembly and association (Article 11-1 - Freedom of peaceful assembly);Pecuniary damage - claim dismissed (Article 41 - Pecuniary damage;Just satisfaction);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction),2,,17,,,001-221324,11;11-1;11-2;41,,,5,HEJUD,4.7850375,1,1,0.015384615384615385,0.0,0.015384615384615385,0.0,1,0.0,0.0,0.0,0.0,0.0,4.970109050501848e-14,0.00667140280474082,0.021587903897735555,1.5766237039883178e-17,0.021587903897735572,1.0,0.0,0.0,40.5,40.5,25.310000000000002,40.5
2,ECLI:CE:ECHR:2015:0512JUD007323512,73235/12,GEO,ENG,ASATIANI L. ; BOLKVADZE N.,3;11;11-1;14;14+11;14+3,CASE OF IDENTOBA AND OTHERS v. GEORGIA,True,12/05/2015 00:00:00,"A. v. the United Kingdom, 23 September 1998, § 22, Reports of Judgments and Decisions 1998‑VI;Abdu v. Bulgaria, no. 26827/08, 11 March 2014;Alekseyev v. Russia, nos. 4916/07, 25924/08 and 14599/09, § 108, 21 October 2010;Association des Amis de Saint-Raphaël et de Fréjus and Others v. France (dec.), no. 45053/98, 29 February 2000;August v. the United Kingdom (dec.), no. 36505/02, 21 January 2003;B.S. v. Spain, no. 47159/08, §§ 59 63, 24 July 2012;Bączkowski and Others v. Poland, no. 1543/06, § 64, 3 May 2007;Begheluri and Others v. Georgia, no. 28490/02, §§ 171 79, 7 October 2014;Bekos and Koutropoulos v. Greece, no. 15250/02, § 70, ECHR 2005 XIII (extracts);Cardot v. France, 19 March 1991, § 34, Series A no. 200;Christians against Racism and Fascism v. the United Kingdom, no. 8440/78, Commission decision of 16 July 1980, Decisions and Reports 21, p. 138;Costello-Roberts v. the United Kingdom, 25 March 1993, § 30, Series A no. 247 C;Defalque v. Belgium, no. 37330/02, § 46, 20 April 2006;East African Asians v. the United Kingdom, nos. 4403/70 et al., Commission’s report of 14 December 1973, Decisions and Reports 78, p. 5, § 208;Eremia v. the Republic of Moldova, no. 3564/11, § 54, 28 May 2013;Ezelin v. France, 26 April 1991, §§ 35 and 37, Series A no. 202;Fáber v. Hungary, no. 40721/08, §§ 37 41, 24 July 2012;Farbtuhs v. Latvia, no. 4672/02, § 54, 2 December 2004;Fédération chrétienne des témoins de Jéhovah de France v. France (dec.), no. 53430/99, ECHR 2001-XI;Gäfgen v. Germany [GC], no. 22978/05, § 103, 1 June 2010;Gorzelik and Others v. Poland [GC], no. 44158/98, § 92, 17 February 2004;Hyde Park and Others v. Moldova (nos. 5 and 6), nos. 6991/08 and 15084/08, § 32, 14 September 2010;Informationsverein Lentia and Others v. Austria, judgment of 24 November 1993, Series A no. 276, p. 16, § 38;Kakabadze and Others v. Georgia, no. 1484/07, § 83, 2 October 2012;Lazariu v. Romania, no. 31973/03, § 88, 13 November 2014;M.C. v. Bulgaria, no. 39272/98, ECHR 2003‑XII;Members of the Gldani Congregation of Jehovah’s Witnesses and Others v. Georgia, no. 71156/01, §§ 138-42, 3 May 2007;Milanović v. Serbia, no. 44614/07, §§ 84 and 89, 14 December 2010;Moldovan and Others v. Romania (no. 2), nos. 41138/98 and 64320/01, § 111, ECHR 2005 VII (extracts);Mudric v. the Republic of Moldova, no. 74839/10, §§ 60-64, 16 July 2013;Nachova and Others v. Bulgaria [GC], nos. 43577/98 and 43579/98, § 160, ECHR 2005‑VII;Ouranio Toxo v. Greece, no. 74989/01, § 37, 20 October 2005;P.V. v. France, no. 38305/97, § 37, 14 November 2000;Plattform “Ärzte für das Leben” v. Austria, 21 June 1988, Series A no. 139;Saghinadze and Others v. Georgia, no. 18768/05, §§ 95 and 96, 27 May 2010;Salgueiro da Silva Mouta v. Portugal, no. 33290/96, § 28, ECHR 1999 IX;Sandra Janković v. Croatia, no. 38478/05, § 36, 5 March 2009;SARL du Parc d’Activités de Blotzheim v. France, no. 72377/01, § 20, 11 July 2006;Smith and Grady v. the United Kingdom, nos. 33985/96 and 33986/96, § 121, ECHR 1999 VI;Sørensen and Rasmussen v. Denmark [GC], nos. 52562/99 and 52620/99, § 58, ECHR 2006 I;Stichting Mothers of Srebrenica and Others v. the Netherlands (dec.), no. 65542/12, §§ 115-116, ECHR 2013 (extracts);Stoica v. Romania, no. 42722/02, § 67, 4 March 2008;T.M. and C.M. v. the Republic of Moldova, no. 26608/11, § 38, 28 January 2014;Tourkiki Enosi Xanthis and Others v. Greece, no. 26698/05, § 38, 27 March 2008;Ukrainian Media Group v. Ukraine, no. 72713/01, §§ 38-70, 29 March 2005;Vallianatos and Others v. Greece [GC], nos. 29381/09 and 32684/09, § 47, ECHR 2013 (extracts);Van Oosterwijck v. Belgium, 6 November 1980, § 35, Series A no. 40;Van Raalte v. the Netherlands, 21 February 1997, § 33, Reports of Judgments and Decisions 1997 I;Verein “Kontakt-Information-Therapie” (KIT) and Siegfried HAGEN v. Austria, no. 11921/86, Commission decision of 12 October 1986, Decisions and Reports (DR) No. 57-A, p. 81;Wilson and the National Union of Journalists and Others v. the United Kingdom, nos. 30668/96, 30671/96 and 30678/96, § 41, ECHR 2002‑V;Young, James and Webster v. the United Kingdom, 13 August 1981, Series A no. 44, p. 25, § 63",,2,,Remainder inadmissible;Violation of Article 14+3 - Prohibition of discrimination (Article 14 - Discrimination) (Article 3 - Degrading treatment;Inhuman treatment;Prohibition of torture;Effective investigation;Positive obligations);Violation of Article 14+11 - Prohibition of discrimination (Article 14 - Discrimination) (Article 11 - Freedom of assembly and association;Positive obligations;Article 11-1 - Freedom of peaceful assembly);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction),2,,,,73235/12;72377/01;37330/02;26698/05;11921/86;29381/09;32684/09;65542/12;53430/99;45053/98;72713/01;8440/78;1484/07;6991/08;15084/08;15250/02;47159/08;28490/02;26827/08;22978/05;3564/11;33985/96;33986/96;4403/70;41138/98;64320/01;4672/02;26608/11;39272/98;42722/02;43577/98;43579/98;71156/01;74839/10;44614/07;38478/05;36505/02;44158/98;52562/99;52620/99;40721/08;30668/96;30671/96;30678/96;74989/01;1543/06;33290/96;4916/07;25924/08;14599/09;35159/09;18768/05;31973/03;30587/13,001-154400,3;10;10-1;11;11-1;14;14+11;14+3;35;41,"Articles 125, 151 and 161 of the Criminal Code",,7,HEJUD,4.785272,1,1,0.015384615384615385,0.0,0.015384615384615385,0.0,1,0.0,0.0,0.0,0.0,0.0,4.970109050501848e-14,0.00667140280474082,0.0024825820711925303,3.9415592599707945e-18,0.002482582071192534,1.0,0.0,0.0,40.5,40.5,37.56,40.5
3,ECLI:CE:ECHR:2008:1007JUD000552905,5529/05,HUN,ENG,BARBALICS I.,11,CASE OF PATYI AND OTHERS v. HUNGARY,False,07/10/2008 00:00:00,"Azinas v. Cyprus [GC], no. 56679/00, § 32, ECHR 2004-III;Baczkowski and Others v. Poland, no. 1543/06, ECHR 2007-...;Blecic v. Croatia [GC], no. 59532/00, § 67, ECHR 2006-...;Ezelin v. France, judgment of 26 April 1991, Series A no. 202, § 35;Freedom and Democracy Party (ÖZDEP) v. Turkey [GC], no. 23885/94, § 37, ECHR 1999-VIII;Nurettin Aldemir and Others v. Turkey, nos. 32124/02, 32126/02, 32129/02, 32132/02, 32133/02, 32137/02 and 32138/02, § 43, 18 December 2007;Odièvre v. France [GC], no. 42326/98, § 22, ECHR 2003-III;Oya Ataman v. Turkey, no. 74552/01, 5 December 2006, §§ 41-42;Stankov and the United Macedonian Organisation Ilinden v. Bulgaria, nos. 29221/95 and 29225/95, § 87, ECHR 2001-IX;United Communist Party of Turkey and Others v. Turkey, judgment of 30 January 1998, Reports 1998-I, p. 22, § 47",,2,,Violation of Art. 11;Remainder inadmissible;Non-pecuniary damage - finding of violation sufficient,2,,,,5529/05;56679/00;42326/98;59532/00;1543/06;23885/94;29221/95;29225/95;32124/02;32126/02;32129/02;32132/02;32133/02;32137/02;32138/02;74552/01,001-88748,11;11-1;11-2;29;29-3;35;35-3;41,"<div class=""ExternalClass2911073B468E4BC28BA576AB7FA87F62"">Article 62 of the Constitution; sections 2, 6, 8, 9 and 14 of the Act no. 3 of 1989 on Freedom of Assembly</div>",,5,HEJUD,4.7850375,1,1,0.015384615384615385,0.0,0.015384615384615385,0.0,1,0.0,0.0,0.0,0.0,0.0,4.970109050501848e-14,0.00667140280474082,0.00022685259355904479,-7.883118519941589e-18,0.0002268525935590369,1.0,0.0,0.0,40.5,40.5,45.4,40.5
4,ECLI:CE:ECHR:2018:0710JUD005159507,51595/07,TUR,ENG,CENGIZ O.,,CASE OF ZEHRA FOUNDATION AND OTHERS v. TURKEY,True,10/07/2018 00:00:00,"Dalban v. Romania [GC], no 28114/95, § 44, ECHR 1999 VI;Eckle v. Germany, 15 July 1982, § 66, Series A no 51;Gäfgen v. Germany [GC], no 22978/05, §§ 115-116 , ECHR 2010;Gorraiz Lizarraga and Others v. Spain, no 62543/00, § 35, ECHR 2004 III;Gorzelik and Others v. Poland [GC], no 44158/98, ECHR 2004 I;Gündüz v. Turkey, no 35071/97, § 50-52, ECHR 2003 XI;Handyside v. the United Kingdom, 7 December 1976, § 49, Series A no 24;Hasan and Eylem Zengin v. Turkey, no 1448/04, §§ 51 52, 9 October 2007;Kalifatstaat v. Germany (dec.), no 13828/04, 11 December 2006;Kjeldsen, Busk Madsen and Pedersen v. Denmark, 7 December 1976, §§ 50 53, Series A no 23;Lautsi and Others v. Italy [GC], no 30814/06, § 62, ECHR 2011 (extracts);Magyar Keresztény Mennonita Egyház and Others v. Hungary, nos.  70945/11 and 8 others, §§ 78 80, ECHR 2014 (extracts);Nedim Şener v. Turkey, no 38270/11, § 116, 8 July 2014;Özbek and Others v. Turkey, no 35570/02, 6 October 2009, § 34;Petersen v. Germany (dec.), no 39793/98, ECHR 2001 XII;Refah Partisi (the Welfare Party) and Others v. Turkey [GC], nos. 41340/98 and 3 others, ECHR 2003-II;SARL du Parc d’Activités de Blotzheim v. France, no 72377/01, § 20, 11 July 2006;Scordino v. Italy (no 1), no 36813/97, § 180, 29 July 2004;Sidiropoulos and Others v. Greece, 10 July 1998, § 40, Reports of Judgments and Decisions 1998 IV;Siliadin v. France, no 73316/01, § 62, ECHR 2005 VII;Sürek v. Turkey (no 1) [GC], no 26682/95, § 64, ECHR 1999-IV;Sürek v. Turkey (no 4) [GC], no 24762/94, § 60, 8 July 1999;United Communist Party of Turkey and Others v. Turkey, 30 January 1998, Reports of Judgments and Decisions 1998 IVallianatos and Others v. Greece [GC], nos. 29381/09 and 32684/09, § 47, ECHR 2013 (extracts);Yazar and Others v. Turkey, nos.  22723/93 and 2 others, § 49, ECHR 2002 II",,2,,No violation of Article 11 - Freedom of assembly and association (Article 11-1 - Freedom of association),2,,,,,001-184875,11;11-1;11-2,,11;11-1,5,HEJUD,4.7850375,1,1,0.015384615384615385,0.0,0.015384615384615385,0.0,1,0.0,0.0,0.0,0.0,0.0,4.970109050501848e-14,0.00667140280474082,0.0024825820711925303,-0.0,0.0024825820711925303,1.0,0.0,0.0,40.5,40.5,37.56,40.5
5,ECLI:CE:ECHR:2018:0213JUD000586507,5865/07,RUS,ENG,MAKAROV D. ,5;5-1;5-1-a;6;6-1;10;10-1,CASE OF BUTKEVICH v. RUSSIA,False,13/02/2018 00:00:00,"Annenkov and Others v. Russia, no. 31475/10, § 139, 25 July 2017;Bivolaru v. Romania, no. 28796/04, §§ 103-07, 28 February 2017;Blokhin v. Russia [GC], no. 47152/06, § 200, ECHR 2016;Boris Popov v. Russia, no. 23284/04, § 75, 28 October 2010;Borisova v. Bulgaria, no. 56891/00, § 40, 21 December 2006;Constantinides v. Greece, no. 76438/12, §§ 37-38, 6 October 2016;Craxi v. Italy (no. 1), no. 34896/97, §§ 90-93, 5 December 2002;Creangă v. Romania [GC], no. 29226/03, § 90, 23 February 2012;Emin Huseynov v. Azerbaijan, no. 59135/09, §§ 87 and 90, 7 May 2015;Gafgaz Mammadov v. Azerbaijan, no. 60259/11, 15 October 2015;Gusinskiy v. Russia, no. 70276/01, §§ 63 65, ECHR 2004 IV;Ibrahim and Others v. the United Kingdom [GC], nos. 50541/08 and 3 others, § 250, ECHR 2016;Jalloh v. Germany [GC], no. 54810/00, § 97, ECHR 2006 IX;Jussila v. Finland [GC], no. 73053/01, § 43, ECHR 2006 XIV;Karelin v. Russia, no. 926/08, §§ 59-84, 20 September 2016;Kasparov and Others v. Russia (no. 2), no. 51988/07, § 48, 13 December 2016;Ladent v. Poland, no. 11036/03, § 55, 18 March 2008;Lashmankin and Others v. Russia, nos. 57818/09 and 14 others, §§ 489-490, 7 February 2017;Malofeyeva v. Russia, no. 36673/04, § 115, 30 May 2013;Mirilashvili v. Russia, no. 6293/04, § 159, 11 December 2008;Nešťák v. Slovakia, no. 65559/01, § 74, 27 February 2007;O’Halloran and Francis v. the United Kingdom [GC], nos. 15809/02 and 25624/02, § 53, ECHR 2007 III;Pentikäinen v. Finland [GC], no. 11882/10, § 89, ECHR 2015;Pichugin v. Russia, no. 38623/03, § 199, 23 October 2012;Quinn v. France, 22 March 1995, §§ 39-43, Series A no. 311;Ruslan Yakovenko v. Ukraine, no. 5425/11, § 68, ECHR 2015;Satakunnan Markkinapörssi Oy and Satamedia Oy v. Finland [GC], no. 931/13, § 128, 27 June 2017;Schatschaschwili v. Germany ([GC], no. 9154/10, ECHR 2015;Selmani and Others v. “the former Yugoslav Republic of Macedonia”, no. 67259/14, 9 February 2017;Seton v. the United Kingdom, no. 55287/10, §§ 59-60, 12 September 2016;Sharkunov and Mezentsev v. Russia, no. 75330/01, § 111, 10 June 2010;Taran v. Ukraine, no. 31898/06, § 68, 17 October 2013;Taxquet v. Belgium [GC], no. 926/05, § 84, ECHR 2010;Terentyev v. Russia, no. 25147/09, § 24, 26 January 2017;Volchkova and Mironov v. Russia, nos. 45668/05 and 2292/06, § 106, 28 March 2017;Von Hannover v. Germany (no. 2) [GC], nos. 40660/08 and 60641/08, § 103, ECHR 2012",,2,,Violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention;Article 5-1-a - After conviction);Violation of Article 6 - Right to a fair trial (Article 6 - Criminal proceedings;Article 6-1 - Impartial tribunal);Violation of Article 6 - Right to a fair trial (Article 6 - Criminal proceedings;Article 6-1 - Fair hearing);Violation of Article 10 - Freedom of expression-{general} (Article 10-1 - Freedom to impart information);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction),2,,27,,5865/07;57818/09;70276/01;45668/05;2292/06;65559/01;11036/03;31898/06;29226/03;23284/04;5425/11;28796/04;926/08;15809/02;25624/02;926/05;9154/10;50541/08;54810/00;73053/01;47152/06;55287/10;76438/12;36673/04;56891/00;60259/11;34896/97;75330/01;6293/04;38623/03;51988/07;11882/10;931/13;40660/08;60641/08;67259/14;59135/09;25147/09;31475/10,001-180832,5;5-1;5-1-a;6;6-1;6-3-d;10;10-1;10-2;11;11-1;41,"<div class=""ExternalClass5E2DF8DFE41A4B82A20686863871E988"">Article 19.3 of the Code of Administrative Offences (CAO) ; Section 16 of the Public Events Acts</div>",,6,HEJUD,4.7850375,1,1,0.3076923076923077,0.3076923076923077,0.0,0.30303030303030304,2,0.0,0.3076923076923077,20.0,0.0,0.0,4.125687522821599e-10,0.07955647534645242,-0.0,0.3387758275003175,0.3387758275003175,2.0,0.0,1.0,9.5,11.0,55.589999999999996,11.0
6,ECLI:CE:ECHR:2007:0109JUD006376700,63767/00,LTU,ENG,,,CASE OF PUZINAS v. LITHUANIA (No. 2),False,09/01/2007 00:00:00,"Calogero Diana v. Italy, judgment of 15 November 1996, Reports of Judgments and Decisions 1996-V, §§ 32-33;Ciapas v. Lithuania, no. 4902/02, judgment of 14 November 2006, §§ 24-26;Jankauskas v. Lithuania, no. 59304/00, §§ 19-23, 24 February 2005;Petra v. Romania, judgment of 3 September 1998, Reports 1998-VII, §§ 37-40;Puzinas (no. 1) v. Lithuania, no. 44800/98, 14 March 2002, §§ 15-17, §§ 20-22;Valašinas v. Lithuania, no. 44558/98, 24.7.2001 §§ 94-97, ECHR 2001-VIII",,2,,No violation of Art. 8;Not necessary to examine Art. 10 and 11,2,,,,63767/00;44558/98;44800/98;59304/00;4902/02,001-78884,10;11;11-1;8;8-2;8-1,,8,5,HEJUD,4.785272,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.970109050501848e-14,0.00667140280474082,-0.0,1.5766237039883178e-17,1.5766237039883178e-17,1.0,0.0,0.0,40.5,40.5,56.18,40.5
7,ECLI:CE:ECHR:2006:0627JUD007556901,75569/01,TUR,ENG,TERECE A.,11,CASE OF ÇETİNKAYA v. TURKEY,False,27/06/2006 00:00:00,"Çetin and Others v. Turkey, nos. 40153/98 and 40160/98, § 44, ECHR 2003-III (extracts);Cisse v. France, no. 51346/99, ECHR 2002-III (extracts);Ezelin v. France, judgment of 26 April 1991, Series A no. 202, § 37, § 53;Izmir Savas Karsitlari Dernegi and Others v. Turkey, no. 46257/99, § 35, § 36, 2 March 2006;Öztürk v. Turkey [GC], no. 22479/93, § 73, ECHR 1999-VI;Schenk v. Switzerland, judgment of 12 July 1988, Series A no. 140, p. 29, §§ 46 et seq.;Stankov and the United Macedonian Organisation Ilinden v. Bulgaria, nos. 29221/95 and 29225/95, § 97, ECHR 2001-IX",,2,,Violation of Art. 11;Not necessary to examine Art. 10;No violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings,3,,,,,001-76045,10;10-1;11;11-1;11-2;6;6-1;29;29-3;41,,6;6-1,7,HEJUD,4.7850375,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.970109050501848e-14,0.00667140280474082,-0.0,-1.5766237039883178e-17,-1.5766237039883178e-17,1.0,0.0,0.0,40.5,40.5,56.18,40.5
8,ECLI:CE:ECHR:2013:0604JUD000904906,9049/06,TUR,ENG,DOGAN YILDIZ R. ; AYDIN Y.,3;11;11-1,CASE OF ÖZALP ULUSOY v. TURKEY,False,04/06/2013 00:00:00,,,2,,Violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment;Inhuman treatment) (Substantive aspect);Violation of Article 3 - Prohibition of torture (Article 3 - Effective investigation) (Procedural aspect);Violation of Article 11 - Freedom of assembly and association (Article 11-1 - Freedom of peaceful assembly),3,,,,,001-120937,3;11;11-1,,,5,HEJUD,4.7850375,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.970109050501848e-14,0.00667140280474082,-0.0,3.1532474079766356e-17,3.1532474079766356e-17,1.0,0.0,0.0,40.5,40.5,56.18,40.5
9,ECLI:CE:ECHR:2006:0413JUD004596399,45963/99,BGR,ENG,VASILEV I.,11,CASE OF TSONEV v. BULGARIA,True,13/04/2006 00:00:00,"Freedom and Democracy Party (ÖZDEP) v. Turkey [GC], no. 23885/94, § 44, ECHR 1999 VIII;Gorzelik and Others v. Poland [GC], no. 44158/98, §§ 52, 91, 101, 105, ECHR 2004 I;Metropolitan Church of Bessarabia and Others v. Moldova, no. 45701/99, §§ 107 10, ECHR 2001 XII;Partidul Comunistilor (Nepeceristi) and Ungureanu v. Romania, no. 46626/99, §§ 27, 34, 44, 49, 55, 56, 57, 70, 3 February 2005;Refah Partisi (The Welfare Party) and Others v. Turkey [GC], nos. 41340/98, 41342/98, 41343/98 and 41344/98, §§ 98, 101, ECHR 2003 II;Sidiropoulos and Others v. Greece, judgment of 10 July 1998, Reports 1998 IV, §§ 31, 38, 40, 46, 50;Socialist Party and Others v. Turkey, judgment of 25 May 1998, Reports 1998 III, §§ 60, 67;Stankov and the United Macedonian Organisation Ilinden v. Bulgaria, nos. 29221/95 and 29225/95, §§ 81, 82, 85, ECHR 2001 IX;United Communist Party of Turkey and Others v. Turkey, judgment of 30 January 1998, Reports 1998 I, §§ 25, 36, 42, 43, 46, 47, 54, 69, 73;Yazar and Others v. Turkey, nos. 22723/93, 22724/93 and 22725/93, § 49, ECHR 2002 II",,2,,Violation of Art. 11;Not necessary to examine under Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - finding of violation sufficient;Costs and expenses - claim dismissed,2,,,,45963/99;44158/98;46626/99;45701/99;29221/95;29225/95;22723/93;22724/93;22725/93;41340/98;41342/98;41343/98;41344/98;23885/94;27608/95,001-73291,6;6-1;11;11-1;11-2;41,"<div class=""ExternalClassBF95161B26E94FD988B2231633DA34D0"">Article 44 of the Constitution 1991 ; Political Parties Act 1990, sections 3(2), 7, 8(1) and 9</div>",,4,HEJUD,4.785272,1,1,0.03076923076923077,0.0,0.03076923076923077,0.0,2,0.0,0.0,0.0,0.0,0.0,4.970109050501848e-14,0.00667140280474082,0.0027094346647515747,-0.0,0.0027094346647515747,1.0,0.0,0.0,40.5,40.5,36.09,40.5
